trade_id,entry_bar,exit_bar,entry_time,exit_time,direction,size,entry_price,exit_price,hold_bars,gross_pnl,commission,slippage_cost,net_pnl,entry_signal,exit_reason
14,550,552,2024-05-07 18:00:00+00:00,2024-05-07 18:10:00+00:00,LONG,8,5215.0,5212.5,2,-1000.0,20.0,200.0,-1220.0,toxic_cont,time_exit
15,572,579,2024-05-07 19:50:00+00:00,2024-05-08 13:55:00+00:00,LONG,8,5217.75,5204.5,7,-5300.0,20.0,200.0,-5520.0,toxic_cont,time_exit
16,729,735,2024-05-09 19:55:00+00:00,2024-05-10 13:55:00+00:00,LONG,10,5239.5,5261.75,6,11125.0,25.0,250.0,10850.0,toxic_cont,time_exit
17,806,812,2024-05-10 19:50:00+00:00,2024-05-13 13:50:00+00:00,LONG,10,5250.25,5251.0,6,375.0,25.0,250.0,100.0,toxic_cont,time_exit
18,852,854,2024-05-13 17:10:00+00:00,2024-05-13 17:20:00+00:00,LONG,10,5240.5,5243.5,2,1500.0,25.0,250.0,1225.0,toxic_cont,time_exit
19,885,889,2024-05-13 19:55:00+00:00,2024-05-14 13:45:00+00:00,LONG,10,5246.0,5250.0,4,2000.0,25.0,250.0,1725.0,toxic_cont,time_exit
20,942,945,2024-05-14 18:10:00+00:00,2024-05-14 18:25:00+00:00,LONG,10,5257.5,5259.0,3,750.0,25.0,250.0,475.0,toxic_cont,time_exit
21,946,950,2024-05-14 18:30:00+00:00,2024-05-14 18:50:00+00:00,LONG,10,5263.25,5267.5,4,2125.0,25.0,250.0,1850.0,toxic_cont,time_exit
22,964,970,2024-05-15 13:30:00+00:00,2024-05-15 14:00:00+00:00,LONG,10,5300.0,5297.0,6,-1500.0,25.0,250.0,-1775.0,toxic_cont,time_exit
23,1040,1043,2024-05-15 19:50:00+00:00,2024-05-16 13:35:00+00:00,LONG,10,5332.75,5335.5,3,1375.0,25.0,250.0,1100.0,toxic_cont,time_exit
24,1090,1092,2024-05-16 17:30:00+00:00,2024-05-16 17:40:00+00:00,LONG,10,5333.75,5331.25,2,-1250.0,25.0,250.0,-1525.0,toxic_cont,time_exit
25,1118,1122,2024-05-16 19:50:00+00:00,2024-05-17 13:40:00+00:00,LONG,10,5333.25,5317.5,4,-7875.0,25.0,250.0,-8150.0,toxic_cont,time_exit
26,1177,1180,2024-05-17 18:15:00+00:00,2024-05-17 18:30:00+00:00,LONG,10,5312.25,5312.25,3,0.0,25.0,250.0,-275.0,toxic_cont,time_exit
27,1197,1200,2024-05-17 19:55:00+00:00,2024-05-20 13:40:00+00:00,LONG,10,5328.0,5333.5,3,2750.0,25.0,250.0,2475.0,toxic_cont,time_exit
28,1202,1203,2024-05-20 13:50:00+00:00,2024-05-20 13:55:00+00:00,LONG,10,5343.5,5343.75,1,125.0,25.0,250.0,-150.0,toxic_cont,time_exit
29,1246,1248,2024-05-20 17:30:00+00:00,2024-05-20 17:40:00+00:00,LONG,10,5336.75,5336.25,2,-250.0,25.0,250.0,-525.0,toxic_cont,time_exit
30,1253,1255,2024-05-20 18:05:00+00:00,2024-05-20 18:15:00+00:00,LONG,10,5330.25,5329.0,2,-625.0,25.0,250.0,-900.0,toxic_cont,time_exit
31,1275,1278,2024-05-20 19:55:00+00:00,2024-05-21 13:40:00+00:00,LONG,10,5333.5,5328.25,3,-2625.0,25.0,250.0,-2900.0,toxic_cont,time_exit
32,1353,1355,2024-05-21 19:55:00+00:00,2024-05-22 13:35:00+00:00,LONG,10,5346.25,5339.75,2,-3250.0,25.0,250.0,-3525.0,toxic_cont,time_exit
33,1382,1383,2024-05-22 15:50:00+00:00,2024-05-22 15:55:00+00:00,LONG,10,5336.75,5337.75,1,500.0,25.0,250.0,225.0,toxic_cont,time_exit
34,1405,1407,2024-05-22 17:45:00+00:00,2024-05-22 17:55:00+00:00,LONG,10,5329.25,5330.75,2,750.0,25.0,250.0,475.0,toxic_cont,time_exit
35,1409,1411,2024-05-22 18:05:00+00:00,2024-05-22 18:15:00+00:00,LONG,10,5324.75,5321.25,2,-1750.0,25.0,250.0,-2025.0,toxic_cont,time_exit
36,1414,1420,2024-05-22 18:30:00+00:00,2024-05-22 19:00:00+00:00,LONG,10,5311.0,5318.25,6,3625.0,25.0,250.0,3350.0,toxic_cont,time_exit
37,1431,1451,2024-05-22 19:55:00+00:00,2024-05-23 15:05:00+00:00,LONG,10,5329.5,5332.5,20,1500.0,25.0,250.0,1225.0,toxic_cont,time_exit
38,1454,1457,2024-05-23 15:20:00+00:00,2024-05-23 15:35:00+00:00,LONG,8,5332.25,5338.0,3,2300.0,20.0,200.0,2080.0,toxic_cont,time_exit
39,1487,1503,2024-05-23 18:05:00+00:00,2024-05-23 19:25:00+00:00,LONG,8,5291.75,5278.25,16,-5400.0,20.0,200.0,-5620.0,toxic_cont,time_exit
40,1509,1515,2024-05-23 19:55:00+00:00,2024-05-24 13:55:00+00:00,LONG,8,5286.5,5298.25,6,4700.0,20.0,200.0,4480.0,toxic_cont,time_exit
41,1529,1532,2024-05-24 15:05:00+00:00,2024-05-24 15:20:00+00:00,LONG,9,5325.0,5326.0,3,450.0,22.5,225.0,202.5,toxic_cont,time_exit
42,1577,1578,2024-05-24 19:05:00+00:00,2024-05-24 19:10:00+00:00,LONG,10,5314.5,5314.5,1,0.0,25.0,250.0,-275.0,toxic_cont,time_exit
43,1587,1589,2024-05-24 19:55:00+00:00,2024-05-27 13:35:00+00:00,LONG,9,5322.0,5324.25,2,1012.5,22.5,225.0,765.0,toxic_cont,time_exit
44,1630,1638,2024-05-28 13:30:00+00:00,2024-05-28 14:10:00+00:00,LONG,9,5329.75,5319.5,8,-4612.5,22.5,225.0,-4860.0,toxic_cont,time_exit
45,1673,1674,2024-05-28 17:05:00+00:00,2024-05-28 17:10:00+00:00,LONG,9,5323.75,5323.75,1,0.0,22.5,225.0,-247.5,toxic_cont,time_exit
46,1693,1694,2024-05-28 18:45:00+00:00,2024-05-28 18:50:00+00:00,LONG,9,5302.0,5302.25,1,112.5,22.5,225.0,-135.0,toxic_cont,time_exit
47,1707,1712,2024-05-28 19:55:00+00:00,2024-05-29 13:50:00+00:00,LONG,9,5325.75,5288.0,5,-16987.5,22.5,225.0,-17235.0,toxic_cont,time_exit
48,1785,1791,2024-05-29 19:55:00+00:00,2024-05-30 13:55:00+00:00,LONG,10,5287.75,5270.0,6,-8875.0,25.0,250.0,-9150.0,toxic_cont,time_exit
49,1843,1845,2024-05-30 18:15:00+00:00,2024-05-30 18:25:00+00:00,LONG,10,5267.5,5266.25,2,-625.0,25.0,250.0,-900.0,toxic_cont,time_exit
50,1857,1877,2024-05-30 19:25:00+00:00,2024-05-31 14:35:00+00:00,LONG,10,5259.0,5230.0,20,-14500.0,25.0,250.0,-14775.0,toxic_cont,time_exit
51,1880,1885,2024-05-31 14:50:00+00:00,2024-05-31 15:15:00+00:00,LONG,9,5226.0,5223.0,5,-1350.0,22.5,225.0,-1597.5,toxic_cont,time_exit
52,1938,1942,2024-05-31 19:40:00+00:00,2024-06-03 13:30:00+00:00,LONG,9,5260.75,5308.75,4,21600.0,22.5,225.0,21352.5,toxic_cont,time_exit
53,1944,1946,2024-06-03 13:40:00+00:00,2024-06-03 13:50:00+00:00,SHORT,8,5308.0,5302.75,2,2100.0,20.0,200.0,1880.0,toxic_rev,time_exit
54,1947,1966,2024-06-03 13:55:00+00:00,2024-06-03 15:30:00+00:00,LONG,8,5300.75,5280.25,19,-8200.0,20.0,200.0,-8420.0,toxic_cont,time_exit
55,1977,1981,2024-06-03 16:25:00+00:00,2024-06-03 16:45:00+00:00,LONG,8,5260.5,5261.0,4,200.0,20.0,200.0,-20.0,toxic_cont,time_exit
56,1986,1995,2024-06-03 17:10:00+00:00,2024-06-03 17:55:00+00:00,LONG,8,5253.25,5273.0,9,7900.0,20.0,200.0,7680.0,toxic_cont,time_exit
57,2019,2022,2024-06-03 19:55:00+00:00,2024-06-04 13:40:00+00:00,LONG,8,5299.75,5284.0,3,-6300.0,20.0,200.0,-6520.0,toxic_cont,time_exit
