trade_id,entry_bar,exit_bar,entry_time,exit_time,direction,size,entry_price,exit_price,hold_bars,gross_pnl,commission,slippage_cost,net_pnl,entry_signal,exit_reason
1,21,29,2024-05-02 16:20:00+00:00,2024-05-02 17:00:00+00:00,LONG,10,2309.9,2309.8,8,-9.999999999990905,25.0,20.0,-54.999999999990905,toxic_cont,time_exit
2,232,236,2024-05-08 13:15:00+00:00,2024-05-08 13:35:00+00:00,SHORT,10,2315.0,2316.7999999999997,4,-179.99999999997272,25.0,20.0,-224.99999999997272,toxic_rev,time_exit
3,237,252,2024-05-08 13:40:00+00:00,2024-05-08 14:55:00+00:00,LONG,10,2319.7,2323.4,15,370.0000000000273,25.0,20.0,325.0000000000273,toxic_cont,time_exit
4,253,258,2024-05-08 15:00:00+00:00,2024-05-08 15:25:00+00:00,LONG,10,2323.5,2325.3,5,180.0000000000182,25.0,20.0,135.0000000000182,toxic_cont,time_exit
5,407,412,2024-05-13 12:20:00+00:00,2024-05-13 12:45:00+00:00,SHORT,10,2353.6,2353.2999999999997,5,30.00000000001819,25.0,20.0,-14.99999999998181,toxic_rev,time_exit
6,426,439,2024-05-13 13:55:00+00:00,2024-05-13 15:00:00+00:00,LONG,10,2350.1,2343.0,13,-709.9999999999909,25.0,20.0,-754.9999999999909,toxic_cont,time_exit
7,440,441,2024-05-13 15:05:00+00:00,2024-05-13 15:10:00+00:00,SHORT,10,2342.3,2343.5,1,-119.99999999998181,25.0,20.0,-164.9999999999818,toxic_rev,time_exit
8,442,457,2024-05-13 15:15:00+00:00,2024-05-13 16:30:00+00:00,LONG,10,2343.7999999999997,2341.6,15,-219.9999999999818,25.0,20.0,-264.9999999999818,toxic_cont,time_exit
9,458,460,2024-05-13 16:35:00+00:00,2024-05-13 16:45:00+00:00,LONG,10,2342.2999999999997,2342.6,2,30.00000000001819,25.0,20.0,-14.99999999998181,toxic_cont,time_exit
10,469,476,2024-05-14 12:20:00+00:00,2024-05-14 12:55:00+00:00,SHORT,10,2350.4,2353.9,7,-350.0,25.0,20.0,-395.0,toxic_rev,time_exit
11,478,493,2024-05-14 13:05:00+00:00,2024-05-14 14:20:00+00:00,LONG,10,2354.5,2355.7000000000003,15,120.00000000002728,25.0,20.0,75.00000000002728,toxic_cont,time_exit
12,494,509,2024-05-14 14:25:00+00:00,2024-05-14 15:40:00+00:00,LONG,10,2357.9,2356.8,15,-109.9999999999909,25.0,20.0,-154.9999999999909,toxic_cont,time_exit
13,513,516,2024-05-14 16:00:00+00:00,2024-05-14 16:15:00+00:00,LONG,10,2353.1,2355.0,3,190.0000000000091,25.0,20.0,145.0000000000091,toxic_cont,time_exit
14,783,785,2024-05-21 12:40:00+00:00,2024-05-21 12:50:00+00:00,SHORT,10,2429.4,2430.0,2,-59.999999999990905,25.0,20.0,-104.9999999999909,toxic_rev,time_exit
15,787,789,2024-05-21 13:00:00+00:00,2024-05-21 13:10:00+00:00,SHORT,10,2427.3,2432.1,2,-479.9999999999727,25.0,20.0,-524.9999999999727,toxic_rev,time_exit
16,791,806,2024-05-21 13:20:00+00:00,2024-05-21 14:35:00+00:00,LONG,10,2433.7999999999997,2432.6,15,-119.99999999998181,25.0,20.0,-164.9999999999818,toxic_cont,time_exit
17,807,822,2024-05-21 14:40:00+00:00,2024-05-21 15:55:00+00:00,LONG,10,2432.9,2427.0,15,-590.0000000000091,25.0,20.0,-635.0000000000091,toxic_cont,time_exit
18,825,840,2024-05-21 16:10:00+00:00,2024-05-21 17:25:00+00:00,LONG,10,2424.5,2426.0,15,150.0,25.0,20.0,105.0,toxic_cont,time_exit
19,965,979,2024-05-24 12:20:00+00:00,2024-05-24 13:30:00+00:00,LONG,10,2340.2,2345.8,14,560.0000000000364,25.0,20.0,515.0000000000364,toxic_cont,time_exit
20,985,1000,2024-05-24 14:00:00+00:00,2024-05-24 15:15:00+00:00,LONG,10,2343.0,2338.4,15,-459.9999999999909,25.0,20.0,-504.9999999999909,toxic_cont,time_exit
21,1001,1009,2024-05-24 15:20:00+00:00,2024-05-24 16:00:00+00:00,LONG,10,2337.4,2334.4,8,-300.0,25.0,20.0,-345.0,toxic_cont,time_exit
22,1027,1032,2024-05-27 12:20:00+00:00,2024-05-27 12:45:00+00:00,SHORT,10,2349.3,2348.7999999999997,5,50.000000000045475,25.0,20.0,5.000000000045475,toxic_rev,time_exit
