,0
55324,0.0
55325,0.0
55326,0.0
55327,0.0
55328,0.0
55329,0.0
55330,0.0
55331,0.0
55332,0.0
55333,0.0
55334,0.0
55335,0.0
55336,0.0
55337,0.0
55338,0.0
55339,0.0
55340,0.0
55341,0.0
55342,0.0
55343,0.0
55344,0.0
55345,180.00000000000682
55346,-90.00000000000341
55347,30.000000000001137
55348,30.000000000001137
55349,30.000000000001137
55350,30.000000000001137
55351,30.000000000001137
55352,30.000000000001137
55353,-69.99999999999318
55354,0.0
55355,-9.999999999990905
55356,10.000000000005116
55357,10.000000000005116
55358,110.00000000001364
55359,-59.99999999998806
55360,-39.99999999999204
55361,-69.99999999999318
55362,-69.99999999999318
55363,-69.99999999999318
55364,-69.99999999999318
55365,-69.99999999999318
55366,-69.99999999999318
55367,-69.99999999999318
55368,-69.99999999999318
55369,-69.99999999999318
55370,-69.99999999999318
55371,-69.99999999999318
55372,-69.99999999999318
55373,-69.99999999999318
55374,-69.99999999999318
55375,-69.99999999999318
55376,-69.99999999999318
55377,-69.99999999999318
55378,-69.99999999999318
55379,-69.99999999999318
55380,-69.99999999999318
55381,-69.99999999999318
55382,-69.99999999999318
55383,-69.99999999999318
55384,-69.99999999999318
55385,-69.99999999999318
55386,-69.99999999999318
55387,-69.99999999999318
55388,-69.99999999999318
55389,-69.99999999999318
55390,-99.99999999999432
55391,-99.99999999999432
55392,-99.99999999999432
55393,-99.99999999999432
55394,-99.99999999999432
55395,-99.99999999999432
55396,-99.99999999999432
55397,-99.99999999999432
55398,-99.99999999999432
55399,-99.99999999999432
55400,-99.99999999999432
55401,-99.99999999999432
55402,-99.99999999999432
55403,-99.99999999999432
55404,200.00000000001705
55405,210.00000000000796
55406,400.0000000000057
55407,240.0000000000091
55408,240.0000000000091
55409,240.0000000000091
55410,240.0000000000091
55411,240.0000000000091
55412,320.0000000000216
55413,440.00000000001194
55414,630.0000000000097
55415,660.0000000000108
55416,540.0000000000205
55417,690.0000000000119
55418,380.00000000000966
55419,190.00000000001194
55420,230.0000000000182
55421,230.0000000000182
55422,160.0000000000108
55423,30.000000000015348
55424,260.0000000000193
55425,260.0000000000193
55426,260.0000000000193
55427,260.0000000000193
55428,260.0000000000193
55429,260.0000000000193
55430,260.0000000000193
55431,260.0000000000193
55432,260.0000000000193
55433,110.00000000002785
55434,110.00000000002785
55435,110.00000000002785
55436,110.00000000002785
55437,110.00000000002785
55438,110.00000000002785
55439,110.00000000002785
55440,110.00000000002785
55441,110.00000000002785
55442,110.00000000002785
55443,110.00000000002785
55444,260.00000000003354
55445,370.00000000003297
55446,210.00000000002217
55447,260.00000000003354
55448,260.00000000003354
55449,260.00000000003354
55450,260.00000000003354
55451,260.00000000003354
55452,260.00000000003354
55453,260.00000000003354
55454,260.00000000003354
55455,260.00000000003354
55456,260.00000000003354
55457,260.00000000003354
55458,260.00000000003354
55459,260.00000000003354
55460,260.00000000003354
55461,260.00000000003354
55462,260.00000000003354
55463,260.00000000003354
55464,260.00000000003354
55465,260.00000000003354
55466,260.00000000003354
55467,260.00000000003354
55468,410.0000000000392
55469,270.00000000003865
55470,260.00000000003354
55471,340.00000000003183
55472,340.00000000003183
55473,340.00000000003183
55474,340.00000000003183
55475,340.00000000003183
55476,60.000000000030695
55477,30.00000000002956
55478,30.00000000002956
55479,30.00000000002956
55480,30.00000000002956
55481,30.00000000002956
55482,30.00000000002956
55483,30.00000000002956
55484,30.00000000002956
55485,30.00000000002956
55486,30.00000000002956
55487,30.00000000002956
55488,30.00000000002956
55489,30.00000000002956
55490,30.00000000002956
55491,30.00000000002956
55492,30.00000000002956
55493,30.00000000002956
55494,-79.99999999996987
55495,-129.99999999996703
55496,40.000000000034674
55497,280.00000000002956
55498,80.00000000002672
55499,240.00000000003752
55500,140.000000000029
55501,140.000000000029
55502,140.000000000029
55503,140.000000000029
55504,140.000000000029
55505,140.000000000029
55506,140.000000000029
55507,140.000000000029
55508,140.000000000029
55509,140.000000000029
55510,140.000000000029
55511,140.000000000029
55512,140.000000000029
55513,140.000000000029
55514,140.000000000029
55515,140.000000000029
55516,140.000000000029
55517,140.000000000029
55518,140.000000000029
55519,140.000000000029
55520,140.000000000029
55521,140.000000000029
55522,140.000000000029
55523,140.000000000029
55524,140.000000000029
55525,140.000000000029
55526,140.000000000029
55527,140.000000000029
55528,140.000000000029
55529,140.000000000029
55530,10.000000000019327
55531,10.000000000019327
55532,10.000000000019327
55533,10.000000000019327
55534,10.000000000019327
55535,10.000000000019327
55536,10.000000000019327
55537,10.000000000019327
55538,40.000000000020464
55539,-209.99999999997954
55540,-79.99999999998408
55541,-79.99999999998408
55542,-79.99999999998408
55543,-79.99999999998408
55544,110.00000000001364
55545,10.000000000005116
55546,80.0000000000125
55547,80.0000000000125
55548,80.0000000000125
55549,80.0000000000125
55550,80.0000000000125
55551,80.0000000000125
55552,80.0000000000125
55553,80.0000000000125
55554,80.0000000000125
55555,80.0000000000125
55556,80.0000000000125
55557,80.0000000000125
55558,80.0000000000125
55559,-179.9999999999926
55560,-299.99999999999716
55561,-389.99999999998636
55562,-429.9999999999926
55563,-309.99999999998806
55564,-319.9999999999932
55565,-319.9999999999932
55566,-319.9999999999932
55567,-319.9999999999932
55568,-319.9999999999932
55569,-319.9999999999932
55570,-319.9999999999932
55571,-319.9999999999932
55572,-319.9999999999932
55573,-319.9999999999932
55574,-319.9999999999932
55575,-319.9999999999932
55576,-319.9999999999932
55577,-319.9999999999932
55578,-319.9999999999932
55579,-319.9999999999932
55580,-319.9999999999932
55581,-319.9999999999932
55582,-319.9999999999932
55583,-319.9999999999932
55584,-319.9999999999932
55585,-319.9999999999932
55586,-319.9999999999932
55587,-319.9999999999932
55588,-319.9999999999932
55589,-319.9999999999932
55590,-319.9999999999932
55591,-319.9999999999932
55592,-319.9999999999932
55593,-319.9999999999932
55594,-319.9999999999932
55595,-319.9999999999932
55596,-319.9999999999932
55597,-319.9999999999932
55598,-319.9999999999932
55599,-319.9999999999932
55600,-319.9999999999932
55601,-319.9999999999932
55602,-319.9999999999932
55603,-319.9999999999932
55604,-319.9999999999932
55605,-369.99999999999034
55606,-569.9999999999932
55607,-569.9999999999932
55608,-569.9999999999932
55609,-569.9999999999932
55610,-569.9999999999932
55611,-569.9999999999932
55612,-569.9999999999932
55613,-569.9999999999932
55614,-569.9999999999932
55615,-569.9999999999932
55616,-569.9999999999932
55617,-569.9999999999932
55618,-569.9999999999932
55619,-579.9999999999983
55620,-689.9999999999977
55621,-519.999999999996
55622,-650.0000000000057
55623,-590.0000000000034
55624,-769.999999999996
55625,-769.999999999996
55626,-950.0000000000028
55627,-870.0000000000045
55628,-870.0000000000045
55629,-870.0000000000045
55630,-870.0000000000045
55631,-870.0000000000045
55632,-840.0000000000034
55633,-840.0000000000034
55634,-910.0000000000108
55635,-910.0000000000108
55636,-910.0000000000108
55637,-760.0000000000051
55638,-450.00000000000284
55639,-480.000000000004
55640,-330.0000000000125
55641,-380.00000000000966
55642,-570.0000000000074
55643,-630.0000000000097
55644,-630.0000000000097
55645,-630.0000000000097
55646,-630.0000000000097
55647,-630.0000000000097
55648,-630.0000000000097
55649,-630.0000000000097
55650,-630.0000000000097
55651,-630.0000000000097
55652,-630.0000000000097
55653,-630.0000000000097
55654,-630.0000000000097
55655,-630.0000000000097
55656,-630.0000000000097
55657,-630.0000000000097
55658,-630.0000000000097
55659,-630.0000000000097
55660,-630.0000000000097
55661,-630.0000000000097
55662,-630.0000000000097
55663,-630.0000000000097
55664,-630.0000000000097
55665,-630.0000000000097
55666,-1320.0000000000073
55667,-1400.0000000000055
55668,-1400.0000000000055
55669,-1260.000000000005
55670,-1260.000000000005
55671,-1260.000000000005
55672,-1260.000000000005
55673,-1320.0000000000073
55674,-1010.000000000005
55675,-1300.0000000000114
55676,-1230.000000000004
55677,-1330.0000000000127
55678,-1330.0000000000127
55679,-1330.0000000000127
55680,-1330.0000000000127
55681,-1330.0000000000127
55682,-1330.0000000000127
55683,-1330.0000000000127
55684,-1330.0000000000127
55685,-1330.0000000000127
55686,-1330.0000000000127
55687,-1330.0000000000127
55688,-1330.0000000000127
55689,-1330.0000000000127
55690,-1330.0000000000127
55691,-1330.0000000000127
55692,-1330.0000000000127
55693,-1330.0000000000127
55694,-1330.0000000000127
55695,-1330.0000000000127
55696,-1330.0000000000127
55697,-1440.0000000000123
55698,-1440.0000000000123
55699,-1440.0000000000123
55700,-1440.0000000000123
55701,-1440.0000000000123
55702,-1440.0000000000123
55703,-1440.0000000000123
55704,-1440.0000000000123
55705,-1440.0000000000123
55706,-1440.0000000000123
55707,-1440.0000000000123
55708,-1440.0000000000123
55709,-1440.0000000000123
55710,-1440.0000000000123
55711,-1440.0000000000123
55712,-1440.0000000000123
55713,-1440.0000000000123
55714,-1440.0000000000123
55715,-1440.0000000000123
55716,-1440.0000000000123
55717,-1440.0000000000123
55718,-1440.0000000000123
55719,-1440.0000000000123
55720,-1440.0000000000123
55721,-1440.0000000000123
55722,-1440.0000000000123
55723,-1440.0000000000123
55724,-1440.0000000000123
55725,-1440.0000000000123
55726,-1440.0000000000123
55727,-1440.0000000000123
55728,-1440.0000000000123
55729,-1440.0000000000123
55730,-1440.0000000000123
55731,-1440.0000000000123
55732,-1440.0000000000123
55733,-1440.0000000000123
55734,-1440.0000000000123
55735,-1380.00000000001
55736,-1380.00000000001
55737,-1380.00000000001
55738,-1380.00000000001
55739,-1640.000000000001
55740,-1590.0000000000036
55741,-1590.0000000000036
55742,-1590.0000000000036
55743,-1320.0000000000077
55744,-1320.0000000000077
55745,-1480.0000000000043
55746,-1570.0000000000077
55747,-1510.0000000000055
